facility,location,cases,deaths,address,lon,lat
Milford Manor nursing home,"West Milford, N.J.",77,19,"Milford Manor nursing home, West Milford, N.J.",-74.3673254,41.1311292
Lexington nursing home,"Bloomingdale, Ill.",72,19,"Lexington nursing home, Bloomingdale, Ill.",-88.0809036,41.9575285
Cassena Care nursing home,"New Britain, Conn.",71,19,"Cassena Care nursing home, New Britain, Conn.",-72.7795419,41.6612104
Country Meadows of Wyomissing retirement community,"Wyomissing, Pa.",71,19,"Country Meadows of Wyomissing retirement community, Wyomissing, Pa.",-75.9652117,40.32953699999999
The Woodlands assisted living facility,"Plainfield, N.J.",70,19,"The Woodlands assisted living facility, Plainfield, N.J.",-74.4073736,40.6337136
Dock Terrace assisted living facility,"Lansdale, Pa.",70,19,"Dock Terrace assisted living facility, Lansdale, Pa.",-75.2837862,40.2414952
Homestead Rehabilitation and Health Care Center,"Newton, N.J.",69,19,"Homestead Rehabilitation and Health Care Center, Newton, N.J.",-74.7526651,41.0581527
Alaris Health at Essex nursing home,"Irvington, N.J.",68,19,"Alaris Health at Essex nursing home, Irvington, N.J.",-74.22864349999999,40.7263249
RegalCare rehabilitation facility,"Southport, Conn.",67,19,"RegalCare rehabilitation facility, Southport, Conn.",-73.28348729999999,41.1367397
Belmont Village Senior Living,"Buffalo Grove, Ill.",66,19,"Belmont Village Senior Living, Buffalo Grove, Ill.",-87.9631308,42.1662831
Avista Healthcare nursing home,"Cherry Hill, N.J.",64,19,"Avista Healthcare nursing home, Cherry Hill, N.J.",-75.0246312,39.926813
New Jersey Firemen's Home nursing home,"Boonton, N.J.",60,19,"New Jersey Firemen's Home nursing home, Boonton, N.J.",-74.4087405,40.904019
Claridge Healthcare Center nursing home,"Lake Bluff, Ill.",60,19,"Claridge Healthcare Center nursing home, Lake Bluff, Ill.",-87.8443151,42.2791365
The Citadel at Salisbury nursing home,"Salisbury, N.C.",168,18,"The Citadel at Salisbury nursing home, Salisbury, N.C.",-80.4742261,35.6709727
PruittHealth nursing home,"Lilburn, Ga.",140,18,"PruittHealth nursing home, Lilburn, Ga.",-84.14297189999999,33.8901036
Atlantic Coast Rehabilitation and Healthcare Center,"Lakewood, N.J.",123,18,"Atlantic Coast Rehabilitation and Healthcare Center, Lakewood, N.J.",-74.2097014,40.08212899999999
Salisbury Rehabilitation and Nursing Center,"Salisbury, Md.",121,18,"Salisbury Rehabilitation and Nursing Center, Salisbury, Md.",-75.5993692,38.3606736
Genesis Healthcare Burlington Woods nursing home,"Burlington, N.J.",121,18,"Genesis Healthcare Burlington Woods nursing home, Burlington, N.J.",-74.86488729999999,40.071222
California Healthcare and Rehabilitation Center,"Van Nuys, Calif.",120,18,"California Healthcare and Rehabilitation Center, Van Nuys, Calif.",-118.451357,34.1898566
Elmora Hills Healthcare and Rehabilitation Center,"Elizabeth, N.J.",116,18,"Elmora Hills Healthcare and Rehabilitation Center, Elizabeth, N.J.",-74.2107006,40.6639916
PruittHealth nursing home,"Ridgeway, S.C.",116,18,"PruittHealth nursing home, Ridgeway, S.C.",-80.9603643,34.307647
Siler City Center nursing home,"Siler City, N.C.",114,18,"Siler City Center nursing home, Siler City, N.C.",-79.4622431,35.7234734
Westminster Healthcare Center nursing home,"Westminster, Md.",104,18,"Westminster Healthcare Center nursing home, Westminster, Md.",-76.9958149,39.5753791
Essex Nursing and Rehabilitation Center,"Louisville, Ky.",104,18,"Essex Nursing and Rehabilitation Center, Louisville, Ky.",-85.7584557,38.2526647
Magnolia Gardens Conv. Hospital,"Granada Hills, Calif.",103,18,"Magnolia Gardens Conv. Hospital, Granada Hills, Calif.",-118.5021527,34.2793576
Berlin Nursing and Rehabilitation Center,"Berlin, Md.",101,18,"Berlin Nursing and Rehabilitation Center, Berlin, Md.",-75.2176892,38.3226153
FutureCare Courtland skilled nursing,"Pikesville, Md.",100,18,"FutureCare Courtland skilled nursing, Pikesville, Md.",-76.7224727,39.3742729
ManorCare Health Services nursing home,"West Deptford, N.J.",99,18,"ManorCare Health Services nursing home, West Deptford, N.J.",-75.1895576,39.8318378
Kei-Ai South Bay Healthcare Center skilled nursing facility,"Gardena, Calif.",98,18,"Kei-Ai South Bay Healthcare Center skilled nursing facility, Gardena, Calif.",-118.3089624,33.8883487
Bria of Palos Hills rehabilitation center,"Palos Hills, Ill.",98,18,"Bria of Palos Hills rehabilitation center, Palos Hills, Ill.",-87.8169984,41.6966992
Legacy Nursing and Rehabilitation,"Franklin, La.",96,18,"Legacy Nursing and Rehabilitation, Franklin, La.",-91.5015002,29.7960399
Cambridge Rehabilitation and Healthcare Center,"Moorestown, N.J.",93,18,"Cambridge Rehabilitation and Healthcare Center, Moorestown, N.J.",-74.948886,39.9688817
Windsor Gardens Convalescent Center of San Diego,"National City, Calif.",89,18,"Windsor Gardens Convalescent Center of San Diego, National City, Calif.",-117.0991967,32.6781085
Suwannee Health and Rehabilitation,"Live Oak, Fla.",85,18,"Suwannee Health and Rehabilitation, Live Oak, Fla.",-82.98402000000002,30.2949457
StoneRidge Towne Centre retirement living community,"Myerstown, Pa.",85,18,"StoneRidge Towne Centre retirement living community, Myerstown, Pa.",-76.30273179999999,40.3745363
Royal Vista Care Center nursing home,"San Gabriel, Calif.",82,18,"Royal Vista Care Center nursing home, San Gabriel, Calif.",-118.1058333,34.09611110000001
Harborview Health Systems nursing home,"Thomaston, Ga.",80,18,"Harborview Health Systems nursing home, Thomaston, Ga.",-84.3265854,32.8881879
New Iberia Manor South nursing home,"New Iberia, La.",78,18,"New Iberia Manor South nursing home, New Iberia, La.",-91.81872849999999,30.0035365
Alden Debes Short-Term Rehabilitation and Health Care,"Rockford, Ill.",77,18,"Alden Debes Short-Term Rehabilitation and Health Care, Rockford, Ill.",-89.0939952,42.2711311
The Health Center at Bloomingdale nursing and rehabilitation facility,"Bloomingdale, N.J.",73,18,"The Health Center at Bloomingdale nursing and rehabilitation facility, Bloomingdale, N.J.",-74.3265388,41.002042
Cornell Care and Rehabilitation Center,"Union, N.J.",68,18,"Cornell Care and Rehabilitation Center, Union, N.J.",-74.26316349999999,40.6975898
Signature Healthcare of Palm Beach,"Lake Worth, Fla.",66,18,"Signature Healthcare of Palm Beach, Lake Worth, Fla.",-80.0684479,26.6167555
Rockville Nursing Home,"Rockville, Md.",63,18,"Rockville Nursing Home, Rockville, Md.",-77.1527578,39.0839973
Solaris Healthcare Charlotte Harbor,"Port Charlotte, Fla.",61,18,"Solaris Healthcare Charlotte Harbor, Port Charlotte, Fla.",-82.09064479999999,26.9761707
Andover Subacute and Rehabilitation I,"Andover, N.J.",60,18,"Andover Subacute and Rehabilitation I, Andover, N.J.",-74.74210889999999,40.98593109999999
The Summit at Plantsville nursing home,"Plantsville, Conn.",58,18,"The Summit at Plantsville nursing home, Plantsville, Conn.",-72.89036449999999,41.5824016
Autumn Lake Healthcare nursing home,"Berkeley Heights, N.J.",56,18,"Autumn Lake Healthcare nursing home, Berkeley Heights, N.J.",-74.4310524,40.6808726
West River Rehab Center,"Milford, Conn.",56,18,"West River Rehab Center, Milford, Conn.",-73.064036,41.2306979
La Vida Llena long-term care,"Albuquerque, N.M.",51,18,"La Vida Llena long-term care, Albuquerque, N.M.",-106.650422,35.0843859
Ellicott City Healthcare Center nursing home,"Ellicott City, Md.",142,17,"Ellicott City Healthcare Center nursing home, Ellicott City, Md.",-76.7983067,39.2673283
Millbrae Skilled Care,"San Mateo, Calif.",135,17,"Millbrae Skilled Care, San Mateo, Calif.",-122.3255254,37.5629917
Uptown Health Center rehabilitation center,"Chicago, Ill.",126,17,"Uptown Health Center rehabilitation center, Chicago, Ill.",-87.6297982,41.8781136
Winder Health Care and Rehabilitation Center,"Winder, Ga.",121,17,"Winder Health Care and Rehabilitation Center, Winder, Ga.",-83.7201709,33.9926097
St. Edna Subacute and Rehab,"Santa Ana, Calif.",121,17,"St. Edna Subacute and Rehab, Santa Ana, Calif.",-117.867653,33.7454725
Royalwood Care Center nursing home,"Torrance, Calif.",119,17,"Royalwood Care Center nursing home, Torrance, Calif.",-118.3406288,33.8358492
Dellridge Health and Rehabilitation Center,"Paramus, N.J.",116,17,"Dellridge Health and Rehabilitation Center, Paramus, N.J.",-74.0754189,40.9445428
Bethesda Health and Rehabilitation Center,"Bethesda, Md.",115,17,"Bethesda Health and Rehabilitation Center, Bethesda, Md.",-77.0947092,38.984652
CareOne nursing home,"Moorestown, N.J.",114,17,"CareOne nursing home, Moorestown, N.J.",-74.948886,39.9688817
Durham Nursing and Rehabilitation Center,"Durham, N.C.",111,17,"Durham Nursing and Rehabilitation Center, Durham, N.C.",-78.898619,35.9940329
Central Nursing Home,"Chicago, Ill.",109,17,"Central Nursing Home, Chicago, Ill.",-87.6297982,41.8781136
Buena Ventura Post Acute Care Center,"Los Angeles, Calif.",109,17,"Buena Ventura Post Acute Care Center, Los Angeles, Calif.",-118.2436849,34.0522342
Westminster Village senior living community,"Allentown, Pa.",107,17,"Westminster Village senior living community, Allentown, Pa.",-75.4714098,40.6022939
Crystal Rehabilitation and Healthcare Center,"Greenwood, Miss.",103,17,"Crystal Rehabilitation and Healthcare Center, Greenwood, Miss.",-90.1795281,33.5162315
Roosevelt Care Center nursing home,"Edison, N.J.",101,17,"Roosevelt Care Center nursing home, Edison, N.J.",-74.4120953,40.5187154
Muscogee Manor & Rehabilitation Center nursing home,"Columbus, Ga.",101,17,"Muscogee Manor & Rehabilitation Center nursing home, Columbus, Ga.",-84.9877094,32.4609764
Signature Healthcare at Summit Manor nursing home,"Columbia, Ky.",96,17,"Signature Healthcare at Summit Manor nursing home, Columbia, Ky.",-85.3063504,37.102841
Avanti Wellness & Rehabilitation,"Niles, Ill.",96,17,"Avanti Wellness & Rehabilitation, Niles, Ill.",-87.80284019999999,42.0189191
St. Joseph nursing home,"Harahan, La.",96,17,"St. Joseph nursing home, Harahan, La.",-90.2031313,29.9404826
The Villa at City Center nursing home,"Warren, Mich.",94,17,"The Villa at City Center nursing home, Warren, Mich.",-83.01465259999999,42.5144566
Willow Ridge Nursing Home,"Arcadia, La.",93,17,"Willow Ridge Nursing Home, Arcadia, La.",-92.920158,32.5490406
Forest Hill Healthcare Center nursing home,"Newark, N.J.",90,17,"Forest Hill Healthcare Center nursing home, Newark, N.J.",-74.1723667,40.735657
Arbor Terrace at Cascade senior living facility,"Atlanta, Ga.",90,17,"Arbor Terrace at Cascade senior living facility, Atlanta, Ga.",-84.3879824,33.7489954
Harston Hall nursing home,"Flourtown, Pa.",90,17,"Harston Hall nursing home, Flourtown, Pa.",-75.20411639999999,40.1030433
The Health Center at Galloway nursing home,"Galloway, N.J.",89,17,"The Health Center at Galloway nursing home, Galloway, N.J.",-74.5596879,39.4928235
Shorepointe Nursing Center,"Saint Clair Shores, Mich.",87,17,"Shorepointe Nursing Center, Saint Clair Shores, Mich.",-82.89636039999999,42.4974085
Joe-Anne Burgin Nursing Home,"Cuthburt, Ga.",86,17,"Joe-Anne Burgin Nursing Home, Cuthburt, Ga.",-84.7893658,31.7712748
Concord Healthcare and Rehabilitation Center,"Lakewood, N.J.",85,17,"Concord Healthcare and Rehabilitation Center, Lakewood, N.J.",-74.2097014,40.08212899999999
Brooke Grove Retirement Village,"Sandy Spring, Md.",84,17,"Brooke Grove Retirement Village, Sandy Spring, Md.",-77.0262286,39.1495278
ManorCare Health Services nursing home,"Bethesda, Md.",78,17,"ManorCare Health Services nursing home, Bethesda, Md.",-77.0947092,38.984652
The Nazareth Home Clifton nursing home,"Louisville, Ky.",78,17,"The Nazareth Home Clifton nursing home, Louisville, Ky.",-85.7584557,38.2526647
Fellowship Manor skilled nursing,"Whitehall, Pa.",76,17,"Fellowship Manor skilled nursing, Whitehall, Pa.",-75.4985521,40.6572331
Wayne Center nursing home,"Wayne, Pa.",75,17,"Wayne Center nursing home, Wayne, Pa.",-75.3698895,40.0415996
Fox Hill Center nursing home,"Vernon, Conn.",74,17,"Fox Hill Center nursing home, Vernon, Conn.",-72.47903699999999,41.8186802
Peak Healthcare nursing home,"Chestertown, Md.",73,17,"Peak Healthcare nursing home, Chestertown, Md.",-76.0690036,39.21886629999999
Torrance Care Center West nursing home,"Torrance, Calif.",72,17,"Torrance Care Center West nursing home, Torrance, Calif.",-118.3406288,33.8358492
Mennonite Home continuing care retirement community,"Lancaster, Pa.",68,17,"Mennonite Home continuing care retirement community, Lancaster, Pa.",-76.3055144,40.0378755
The PARC at Joliet rehabillitation center,"Joliet, Ill.",68,17,"The PARC at Joliet rehabillitation center, Joliet, Ill.",-88.0817251,41.525031
ManorCare Oak Lawn West skilled nursing,"Oak Lawn, Ill.",63,17,"ManorCare Oak Lawn West skilled nursing, Oak Lawn, Ill.",-87.7479528,41.719978
Crestfield Rehabilitation Center,"Manchester, Conn.",62,17,"Crestfield Rehabilitation Center, Manchester, Conn.",-72.52150089999999,41.7759301
Bethel Health Care Center,"Bethel, Conn.",59,17,"Bethel Health Care Center, Bethel, Conn.",-73.41396209999999,41.3712283
Coral Reef Nursing and Rehabilitation Center,"Miami, Fla.",54,17,"Coral Reef Nursing and Rehabilitation Center, Miami, Fla.",-80.1917902,25.7616798
Brighton Gardens of Saddle River assisted living facility,"Saddle River, N.J.",50,17,"Brighton Gardens of Saddle River assisted living facility, Saddle River, N.J.",-74.1020866,41.0317637
Downey Community Health Center,"Downey, Calif.",183,16,"Downey Community Health Center, Downey, Calif.",-118.1331593,33.9401088
Hampton Ridge Healthcare and Rehabilitation Center,"Toms River, N.J.",149,16,"Hampton Ridge Healthcare and Rehabilitation Center, Toms River, N.J.",-74.1979458,39.9537358
Magnolia Manor rehabilitation and skilled nursing,"Inman, S.C.",141,16,"Magnolia Manor rehabilitation and skilled nursing, Inman, S.C.",-82.0901088,35.0470617
Brighton Care Center,"Pasadena, Calif.",139,16,"Brighton Care Center, Pasadena, Calif.",-118.1445155,34.1477849
Complete Care at Green Acres rehabilitation facility,"Toms River, N.J.",136,16,"Complete Care at Green Acres rehabilitation facility, Toms River, N.J.",-74.1979458,39.9537358
Maywood Healthcare & Wellness Centre skilled nursing facility,"Maywood, Calif.",135,16,"Maywood Healthcare & Wellness Centre skilled nursing facility, Maywood, Calif.",-118.185349,33.9866807
The Palace Rehabilitation and Care Center,"Maple Shade, N.J.",121,16,"The Palace Rehabilitation and Care Center, Maple Shade, N.J.",-74.9923915,39.9526127
Forestview Rehabilitation & Nursing Center,"Itasca, Ill.",120,16,"Forestview Rehabilitation & Nursing Center, Itasca, Ill.",-88.0072909,41.9750287
Country Villa East Nursing Center,"Los Angeles, Calif.",119,16,"Country Villa East Nursing Center, Los Angeles, Calif.",-118.2436849,34.0522342
Habersham Home,"Demorest, Ga.",118,16,"Habersham Home, Demorest, Ga.",-83.5451724,34.565098
Bel Air Health and Rehabilitation Center,"Bel Air, Md.",115,16,"Bel Air Health and Rehabilitation Center, Bel Air, Md.",-76.34829309999999,39.535940600000004
Hackensack Meridian Health Riverview Medical Center,"Red Bank, N.J.",115,16,"Hackensack Meridian Health Riverview Medical Center, Red Bank, N.J.",-74.0643065,40.3470543
Riverwalk Post-Acute nursing home,"Riverside, Calif.",107,16,"Riverwalk Post-Acute nursing home, Riverside, Calif.",-117.3754942,33.9806005
Wynfield Park Health and Rehabilitation,"Albany, Ga.",106,16,"Wynfield Park Health and Rehabilitation, Albany, Ga.",-84.15574099999999,31.5785074
MediLodge of Sterling Heights nursing home,"Sterling Heights, Mich.",106,16,"MediLodge of Sterling Heights nursing home, Sterling Heights, Mich.",-83.0302033,42.5803122
Windsor Gardens Care Center nursing home,"East Orange, N.J.",105,16,"Windsor Gardens Care Center nursing home, East Orange, N.J.",-74.2048677,40.767323
ManorCare Health Services nursing home,"Pottsville, Pa.",103,16,"ManorCare Health Services nursing home, Pottsville, Pa.",-76.195499,40.6856456
Wedgewood Gardens Care Center rehabilitation facility,"Freehold, N.J.",101,16,"Wedgewood Gardens Care Center rehabilitation facility, Freehold, N.J.",-74.3000878,40.2136754
Broadway By the Sea nursing home,"Long Beach, Calif.",101,16,"Broadway By the Sea nursing home, Long Beach, Calif.",-118.1937395,33.7700504
Cranford Park Rehabilitation and Health Care Center,"Cranford, N.J.",94,16,"Cranford Park Rehabilitation and Health Care Center, Cranford, N.J.",-74.2995928,40.6584212
Heartland Health and Rehabilitation Care Center,"Hanahan, S.C.",91,16,"Heartland Health and Rehabilitation Care Center, Hanahan, S.C.",-80.0031833,32.9305786
Charleston Rehab and Healthcare,"Charleston, Ill.",88,16,"Charleston Rehab and Healthcare, Charleston, Ill.",-88.1761521,39.4961458
Carlyle Healthcare Center,"Carlyle, Ill.",85,16,"Carlyle Healthcare Center, Carlyle, Ill.",-89.3725796,38.6103264
CareOne at Valley nursing home,"Westwood, N.J.",84,16,"CareOne at Valley nursing home, Westwood, N.J.",-74.0326395,40.9912087
J.F.K. Hartwyck at Cedar Brook rehabilitation facility,"Plainfield, N.J.",82,16,"J.F.K. Hartwyck at Cedar Brook rehabilitation facility, Plainfield, N.J.",-74.4073736,40.6337136
The Waters of White Hall Nursing & Rehabilitation Center,"White Hall, Ark.",81,16,"The Waters of White Hall Nursing & Rehabilitation Center, White Hall, Ark.",-92.09097659999999,34.2739862
Atrium Post Acute Care,"Princeton, N.J.",80,16,"Atrium Post Acute Care, Princeton, N.J.",-74.6672226,40.3572976
The Broadway Elder Living and Rehabilitation,"Lockport, La.",80,16,"The Broadway Elder Living and Rehabilitation, Lockport, La.",-90.5392524,29.6460467
