facility,location,cases,deaths,address,lon,lat
Gateway Care and Rehabilitation Center,"Hayward, Calif.",79,18,"Gateway Care and Rehabilitation Center, Hayward, Calif.",-122.0809964,37.6687665
Pointe Coupee Healthcare nursing home,"New Roads, La.",79,18,"Pointe Coupee Healthcare nursing home, New Roads, La.",-91.4362242,30.7015741
Bel Tooren Villa Convalescent Hospital,"Bellflower, Calif.",77,18,"Bel Tooren Villa Convalescent Hospital, Bellflower, Calif.",-118.1170117,33.8816818
Royal Vista Care Center nursing home,"San Gabriel, Calif.",77,18,"Royal Vista Care Center nursing home, San Gabriel, Calif.",-118.1058333,34.09611110000001
Alden Debes Short-Term Rehabilitation and Health Care,"Rockford, Ill.",76,18,"Alden Debes Short-Term Rehabilitation and Health Care, Rockford, Ill.",-89.0939952,42.2711311
Asbury Gardens assisted living facility,"North Aurora, Ill.",75,18,"Asbury Gardens assisted living facility, North Aurora, Ill.",-88.3272952,41.8061399
Generations at Applewood nursing home,"Matteson, Ill.",72,18,"Generations at Applewood nursing home, Matteson, Ill.",-87.71310179999999,41.5039235
West Oaks Senior Care and Rehab,"Detroit, Mich.",72,18,"West Oaks Senior Care and Rehab, Detroit, Mich.",-83.0457538,42.331427
Cassena Care nursing home,"New Britain, Conn.",71,18,"Cassena Care nursing home, New Britain, Conn.",-72.7795419,41.6612104
The Health Center at Bloomingdale nursing and rehabilitation facility,"Bloomingdale, N.J.",71,18,"The Health Center at Bloomingdale nursing and rehabilitation facility, Bloomingdale, N.J.",-74.3265388,41.002042
Dock Terrace assisted living facility,"Lansdale, Pa.",69,18,"Dock Terrace assisted living facility, Lansdale, Pa.",-75.2837862,40.2414952
Cornell Care and Rehabilitation Center,"Union, N.J.",66,18,"Cornell Care and Rehabilitation Center, Union, N.J.",-74.26316349999999,40.6975898
Wauconda Care rehabilitation facility,"Wauconda, Ill.",62,18,"Wauconda Care rehabilitation facility, Wauconda, Ill.",-88.1392474,42.2589122
Rockville Nursing Home,"Rockville, Md.",62,18,"Rockville Nursing Home, Rockville, Md.",-77.1527578,39.0839973
Solaris Healthcare Charlotte Harbor,"Port Charlotte, Fla.",61,18,"Solaris Healthcare Charlotte Harbor, Port Charlotte, Fla.",-82.09064479999999,26.9761707
Claridge Healthcare Center nursing home,"Lake Bluff, Ill.",60,18,"Claridge Healthcare Center nursing home, Lake Bluff, Ill.",-87.8443151,42.2791365
Orchard Hill Health and Rehabilitation,"Towson, Md.",58,18,"Orchard Hill Health and Rehabilitation, Towson, Md.",-76.6019125,39.4014955
Autumn Lake Healthcare nursing home,"Berkeley Heights, N.J.",56,18,"Autumn Lake Healthcare nursing home, Berkeley Heights, N.J.",-74.4310524,40.6808726
West River Rehab Center,"Milford, Conn.",56,18,"West River Rehab Center, Milford, Conn.",-73.064036,41.2306979
ManorCare Health Services nursing home,"Bethlehem, Pa.",171,17,"ManorCare Health Services nursing home, Bethlehem, Pa.",-75.37045789999999,40.6259316
Bishop McCarthy Center for Rehabilitation and Healthcare,"Vineland, N.J.",169,17,"Bishop McCarthy Center for Rehabilitation and Healthcare, Vineland, N.J.",-75.02596369999999,39.4863773
Ellicott City Healthcare Center nursing home,"Ellicott City, Md.",142,17,"Ellicott City Healthcare Center nursing home, Ellicott City, Md.",-76.7983067,39.2673283
Uptown Health Center rehabilitation center,"Chicago, Ill.",123,17,"Uptown Health Center rehabilitation center, Chicago, Ill.",-87.6297982,41.8781136
Carlton at the Lake,"Chicago, Ill.",123,17,"Carlton at the Lake, Chicago, Ill.",-87.6297982,41.8781136
Winder Health Care and Rehabilitation Center,"Winder, Ga.",121,17,"Winder Health Care and Rehabilitation Center, Winder, Ga.",-83.7201709,33.9926097
Genesis Healthcare Burlington Woods nursing home,"Burlington, N.J.",116,17,"Genesis Healthcare Burlington Woods nursing home, Burlington, N.J.",-74.86488729999999,40.071222
Bethesda Health and Rehabilitation Center,"Bethesda, Md.",115,17,"Bethesda Health and Rehabilitation Center, Bethesda, Md.",-77.0947092,38.984652
CareOne nursing home,"Moorestown, N.J.",114,17,"CareOne nursing home, Moorestown, N.J.",-74.948886,39.9688817
Royalwood Care Center nursing home,"Torrance, Calif.",114,17,"Royalwood Care Center nursing home, Torrance, Calif.",-118.3406288,33.8358492
Durham Nursing and Rehabilitation Center,"Durham, N.C.",111,17,"Durham Nursing and Rehabilitation Center, Durham, N.C.",-78.898619,35.9940329
Meadowbrook Health and Rehab,"Tucker, Ga.",105,17,"Meadowbrook Health and Rehab, Tucker, Ga.",-84.2171424,33.8545479
Central Nursing Home,"Chicago, Ill.",104,17,"Central Nursing Home, Chicago, Ill.",-87.6297982,41.8781136
Crystal Rehabilitation and Healthcare Center,"Greenwood, Miss.",103,17,"Crystal Rehabilitation and Healthcare Center, Greenwood, Miss.",-90.1795281,33.5162315
Roosevelt Care Center nursing home,"Edison, N.J.",100,17,"Roosevelt Care Center nursing home, Edison, N.J.",-74.4120953,40.5187154
Magnolia Gardens Conv. Hospital,"Granada Hills, Calif.",98,17,"Magnolia Gardens Conv. Hospital, Granada Hills, Calif.",-118.5021527,34.2793576
Signature Healthcare at Summit Manor nursing home,"Columbia, Ky.",96,17,"Signature Healthcare at Summit Manor nursing home, Columbia, Ky.",-85.3063504,37.102841
Willow Ridge Nursing Home,"Arcadia, La.",93,17,"Willow Ridge Nursing Home, Arcadia, La.",-92.920158,32.5490406
Majestic Oaks Rehabilitation and Nursing Center,"Warminster, Pa.",92,17,"Majestic Oaks Rehabilitation and Nursing Center, Warminster, Pa.",-75.099807,40.2067884
Forest Hill Healthcare Center nursing home,"Newark, N.J.",90,17,"Forest Hill Healthcare Center nursing home, Newark, N.J.",-74.1723667,40.735657
West Valley Post Acute nursing home,"West Hills, Calif.",90,17,"West Valley Post Acute nursing home, West Hills, Calif.",-118.6439809,34.1973122
View Park Convalescent Center,"Los Angeles, Calif.",90,17,"View Park Convalescent Center, Los Angeles, Calif.",-118.2436849,34.0522342
Arbor Terrace at Cascade senior living facility,"Atlanta, Ga.",89,17,"Arbor Terrace at Cascade senior living facility, Atlanta, Ga.",-84.3879824,33.7489954
Generations nursing home,"Elmwood Park, Ill.",88,17,"Generations nursing home, Elmwood Park, Ill.",-87.8092266,41.9211423
St. Joseph nursing home,"Harahan, La.",87,17,"St. Joseph nursing home, Harahan, La.",-90.2031313,29.9404826
Concord Healthcare and Rehabilitation Center,"Lakewood, N.J.",84,17,"Concord Healthcare and Rehabilitation Center, Lakewood, N.J.",-74.2097014,40.08212899999999
The Peaks Care Center nursing home,"Longmont, Colo.",82,17,"The Peaks Care Center nursing home, Longmont, Colo.",-105.1019275,40.1672068
Shorepointe Nursing Center,"Saint Clair Shores, Mich.",80,17,"Shorepointe Nursing Center, Saint Clair Shores, Mich.",-82.89636039999999,42.4974085
ManorCare Health Services nursing home,"Bethesda, Md.",78,17,"ManorCare Health Services nursing home, Bethesda, Md.",-77.0947092,38.984652
Fellowship Manor skilled nursing,"Whitehall, Pa.",76,17,"Fellowship Manor skilled nursing, Whitehall, Pa.",-75.4985521,40.6572331
Wayne Center nursing home,"Wayne, Pa.",75,17,"Wayne Center nursing home, Wayne, Pa.",-75.3698895,40.0415996
Brooke Grove Retirement Village,"Sandy Spring, Md.",74,17,"Brooke Grove Retirement Village, Sandy Spring, Md.",-77.0262286,39.1495278
Peak Healthcare nursing home,"Chestertown, Md.",73,17,"Peak Healthcare nursing home, Chestertown, Md.",-76.0690036,39.21886629999999
Torrance Care Center West nursing home,"Torrance, Calif.",72,17,"Torrance Care Center West nursing home, Torrance, Calif.",-118.3406288,33.8358492
The Nazareth Home Clifton nursing home,"Louisville, Ky.",72,17,"The Nazareth Home Clifton nursing home, Louisville, Ky.",-85.7584557,38.2526647
Fox Hill Center nursing home,"Vernon, Conn.",69,17,"Fox Hill Center nursing home, Vernon, Conn.",-72.47903699999999,41.8186802
Mennonite Home continuing care retirement community,"Lancaster, Pa.",68,17,"Mennonite Home continuing care retirement community, Lancaster, Pa.",-76.3055144,40.0378755
North Dade Nursing and Rehabilitation Center,"North Miami, Fla.",65,17,"North Dade Nursing and Rehabilitation Center, North Miami, Fla.",-80.1867138,25.8900949
The Villa at City Center nursing home,"Warren, Mich.",63,17,"The Villa at City Center nursing home, Warren, Mich.",-83.01465259999999,42.5144566
Andover Subacute and Rehabilitation I,"Andover, N.J.",58,17,"Andover Subacute and Rehabilitation I, Andover, N.J.",-74.74210889999999,40.98593109999999
The Summit at Plantsville nursing home,"Plantsville, Conn.",57,17,"The Summit at Plantsville nursing home, Plantsville, Conn.",-72.89036449999999,41.5824016
Barclay Friends senior living,"West Chester, Pa.",54,17,"Barclay Friends senior living, West Chester, Pa.",-75.6054882,39.9606643
Seabury Retirement Community,"Bloomfield, Conn.",52,17,"Seabury Retirement Community, Bloomfield, Conn.",-72.73009449999999,41.826488
Hampton Ridge Healthcare and Rehabilitation Center,"Toms River, N.J.",142,16,"Hampton Ridge Healthcare and Rehabilitation Center, Toms River, N.J.",-74.1979458,39.9537358
Brighton Care Center,"Pasadena, Calif.",136,16,"Brighton Care Center, Pasadena, Calif.",-118.1445155,34.1477849
Panorama Gardens Nursing and Rehabilitation Center,"Los Angeles, Calif.",123,16,"Panorama Gardens Nursing and Rehabilitation Center, Los Angeles, Calif.",-118.2436849,34.0522342
Complete Care at Green Acres rehabilitation facility,"Toms River, N.J.",119,16,"Complete Care at Green Acres rehabilitation facility, Toms River, N.J.",-74.1979458,39.9537358
PruittHealth nursing home,"Ridgeway, S.C.",116,16,"PruittHealth nursing home, Ridgeway, S.C.",-80.9603643,34.307647
Bel Air Health and Rehabilitation Center,"Bel Air, Md.",115,16,"Bel Air Health and Rehabilitation Center, Bel Air, Md.",-76.34829309999999,39.535940600000004
Habersham Home,"Demorest, Ga.",115,16,"Habersham Home, Demorest, Ga.",-83.5451724,34.565098
French Park Care Center nursing home,"Santa Ana, Calif.",115,16,"French Park Care Center nursing home, Santa Ana, Calif.",-117.867653,33.7454725
Dellridge Health and Rehabilitation Center,"Paramus, N.J.",114,16,"Dellridge Health and Rehabilitation Center, Paramus, N.J.",-74.0754189,40.9445428
Hackensack Meridian Health Riverview Medical Center,"Red Bank, N.J.",113,16,"Hackensack Meridian Health Riverview Medical Center, Red Bank, N.J.",-74.0643065,40.3470543
Wynfield Park Health and Rehabilitation,"Albany, Ga.",107,16,"Wynfield Park Health and Rehabilitation, Albany, Ga.",-84.15574099999999,31.5785074
Windsor Gardens Care Center nursing home,"East Orange, N.J.",105,16,"Windsor Gardens Care Center nursing home, East Orange, N.J.",-74.2048677,40.767323
MediLodge of Sterling Heights nursing home,"Sterling Heights, Mich.",103,16,"MediLodge of Sterling Heights nursing home, Sterling Heights, Mich.",-83.0302033,42.5803122
Wedgewood Gardens Care Center rehabilitation facility,"Freehold, N.J.",99,16,"Wedgewood Gardens Care Center rehabilitation facility, Freehold, N.J.",-74.3000878,40.2136754
Bria of Palos Hills rehabilitation center,"Palos Hills, Ill.",94,16,"Bria of Palos Hills rehabilitation center, Palos Hills, Ill.",-87.8169984,41.6966992
Cranford Park Rehabilitation and Health Care Center,"Cranford, N.J.",94,16,"Cranford Park Rehabilitation and Health Care Center, Cranford, N.J.",-74.2995928,40.6584212
Heartland Health and Rehabilitation Care Center,"Hanahan, S.C.",90,16,"Heartland Health and Rehabilitation Care Center, Hanahan, S.C.",-80.0031833,32.9305786
The Health Center at Galloway nursing home,"Galloway, N.J.",88,16,"The Health Center at Galloway nursing home, Galloway, N.J.",-74.5596879,39.4928235
Symphony Northwoods skilled nursing,"Belvidere, Ill.",87,16,"Symphony Northwoods skilled nursing, Belvidere, Ill.",-88.84426739999999,42.2639098
Victoria Post Acute Care,"El Cajon, Calif.",87,16,"Victoria Post Acute Care, El Cajon, Calif.",-116.9625269,32.7947731
Harvest Manor Healthcare and Rehabilitation,"Denham Springs, La.",86,16,"Harvest Manor Healthcare and Rehabilitation, Denham Springs, La.",-90.95621249999999,30.48685639999999
Carlyle Healthcare Center,"Carlyle, Ill.",85,16,"Carlyle Healthcare Center, Carlyle, Ill.",-89.3725796,38.6103264
Joe-Anne Burgin Nursing Home,"Cuthburt, Ga.",85,16,"Joe-Anne Burgin Nursing Home, Cuthburt, Ga.",-84.7893658,31.7712748
Charleston Rehab and Healthcare,"Charleston, Ill.",85,16,"Charleston Rehab and Healthcare, Charleston, Ill.",-88.1761521,39.4961458
CareOne at Valley nursing home,"Westwood, N.J.",82,16,"CareOne at Valley nursing home, Westwood, N.J.",-74.0326395,40.9912087
The Waters of White Hall Nursing & Rehabilitation Center,"White Hall, Ark.",81,16,"The Waters of White Hall Nursing & Rehabilitation Center, White Hall, Ark.",-92.09097659999999,34.2739862
J.F.K. Hartwyck at Cedar Brook rehabilitation facility,"Plainfield, N.J.",81,16,"J.F.K. Hartwyck at Cedar Brook rehabilitation facility, Plainfield, N.J.",-74.4073736,40.6337136
Harvard Square assisted living facility,"Denver, Colo.",80,16,"Harvard Square assisted living facility, Denver, Colo.",-104.990251,39.7392358
Atrium Post Acute Care,"Princeton, N.J.",79,16,"Atrium Post Acute Care, Princeton, N.J.",-74.6672226,40.3572976
Grove Nursing Center,"Grove, Okla.",78,16,"Grove Nursing Center, Grove, Okla.",-94.76911860000001,36.5936863
Victoria Manor nursing home,"North Cape May, N.J.",76,16,"Victoria Manor nursing home, North Cape May, N.J.",-74.9579523,38.9820569
CareOne assisted living,"Hamilton, N.J.",76,16,"CareOne assisted living, Hamilton, N.J.",-74.6796651,40.2115109
The Broadway Elder Living and Rehabilitation,"Lockport, La.",76,16,"The Broadway Elder Living and Rehabilitation, Lockport, La.",-90.5392524,29.6460467
Villa at Great Lakes Crossing nursing home,"Detroit, Mich.",75,16,"Villa at Great Lakes Crossing nursing home, Detroit, Mich.",-83.0457538,42.331427
Monrovia Gardens Healthcare Center,"Los Angeles, Calif.",74,16,"Monrovia Gardens Healthcare Center, Los Angeles, Calif.",-118.2436849,34.0522342
GreenTree assisted living facility,"Mount Vernon, Ill.",73,16,"GreenTree assisted living facility, Mount Vernon, Ill.",-88.9031201,38.3172714
Hackett Hill Center nursing home,"Manchester, N.H.",72,16,"Hackett Hill Center nursing home, Manchester, N.H.",-71.4547891,42.9956397
The Residence Senior Living,"Glen Riddle, Pa.",68,16,"The Residence Senior Living, Glen Riddle, Pa.",-75.43380710000001,39.8940004
RegalCare rehabilitation facility,"Southport, Conn.",65,16,"RegalCare rehabilitation facility, Southport, Conn.",-73.28348729999999,41.1367397
Harborview Health Systems nursing home,"Thomaston, Ga.",63,16,"Harborview Health Systems nursing home, Thomaston, Ga.",-84.3265854,32.8881879
Lakeview Rehabilitation and Care Center,"Wayne, N.J.",62,16,"Lakeview Rehabilitation and Care Center, Wayne, N.J.",-74.2765441,40.92537249999999
Garden Terrace Alzheimer's Center of Excellence,"Aurora, Colo.",61,16,"Garden Terrace Alzheimer's Center of Excellence, Aurora, Colo.",-104.8319195,39.7294319
Carrington Place nursing home,"Baton Rouge, La.",60,16,"Carrington Place nursing home, Baton Rouge, La.",-91.18714659999999,30.4514677
Kings Manor Care and Rehabillitation Center,"Neptune, N.J.",58,16,"Kings Manor Care and Rehabillitation Center, Neptune, N.J.",-74.0386271,40.2091219
The Chelsea at Brookfield assisted living,"Belvidere, N.J.",57,16,"The Chelsea at Brookfield assisted living, Belvidere, N.J.",-75.07767470000002,40.82982
East Bay Post-Acute nursing home,"Castro Valley, Calif.",57,16,"East Bay Post-Acute nursing home, Castro Valley, Calif.",-122.0738678,37.6955029
Alcott Rehabilitation Hospital,"Los Angeles, Calif.",52,16,"Alcott Rehabilitation Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Chicago Ridge Nursing and Rehab Center,"Chicago Ridge, Ill.",52,16,"Chicago Ridge Nursing and Rehab Center, Chicago Ridge, Ill.",-87.77921959999999,41.7014217
Legacy Nursing and Rehabilitation of Port Allen,"Port Allen, La.",51,16,"Legacy Nursing and Rehabilitation of Port Allen, Port Allen, La.",-91.20732609999999,30.4474878
Ballenger Creek nursing home,"Frederick, Md.",143,15,"Ballenger Creek nursing home, Frederick, Md.",-77.4105409,39.41426879999999
Morgantown Care & Rehabilitation Center,"Morgantown, Ky.",141,15,"Morgantown Care & Rehabilitation Center, Morgantown, Ky.",-86.6835998,37.2256023
Cumberland Healthcare Center skilled nursing facility,"Cumberland, Md.",124,15,"Cumberland Healthcare Center skilled nursing facility, Cumberland, Md.",-78.7625185,39.6528654
Alaris Health nursing home,"Rochelle Park, N.J.",112,15,"Alaris Health nursing home, Rochelle Park, N.J.",-74.07512729999999,40.9073328
Evergreen House Health Center,"Providence, R.I.",110,15,"Evergreen House Health Center, Providence, R.I.",-71.4128343,41.8239891
South Mountain Healthcare and Rehabilitation Center,"Union, N.J.",107,15,"South Mountain Healthcare and Rehabilitation Center, Union, N.J.",-74.26316349999999,40.6975898
Accordius Health nursing home,"Harrisonburg, Va.",106,15,"Accordius Health nursing home, Harrisonburg, Va.",-78.8689155,38.4495688
Sea Cliff Healthcare Center,"Huntington Beach, Calif.",106,15,"Sea Cliff Healthcare Center, Huntington Beach, Calif.",-117.9988026,33.6594835
Eldercare Health and Rehabilitation,"Ripley, W.Va.",103,15,"Eldercare Health and Rehabilitation, Ripley, W.Va.",-81.71068509999999,38.8186957
Oaks - Scenic View Skilled Nursing,"Baldwin, Ga.",103,15,"Oaks - Scenic View Skilled Nursing, Baldwin, Ga.",-83.5373946,34.4917665
